timestamp,voltage,current,power,energy,frequency,pf,apparentPower,reactivePower
1754680993,212.70,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754680994,212.70,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754680995,212.50,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754680996,212.50,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754680997,213.10,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754680999,213.10,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681000,213.20,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681001,213.10,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681002,213.20,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681003,213.20,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681004,213.10,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681005,212.60,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681007,211.70,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681008,211.90,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681009,211.60,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681010,211.30,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681011,211.70,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681012,211.70,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681014,211.70,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681015,211.70,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681016,211.70,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681017,211.80,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681018,212.00,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681019,212.40,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681020,212.50,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681022,212.00,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681023,212.20,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681024,212.40,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681025,212.90,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681026,212.90,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681027,212.90,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681029,212.90,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681030,212.90,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681031,212.90,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681032,213.00,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681033,213.00,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681035,212.40,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681036,212.20,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681037,212.10,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681038,212.10,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681039,212.10,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681040,212.00,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681041,212.10,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681042,212.10,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681044,212.30,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681045,213.10,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681046,213.20,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681047,214.00,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681048,213.90,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681049,213.90,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681050,213.90,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681052,213.70,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681053,213.70,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681054,213.70,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681055,213.90,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681056,213.40,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681057,213.50,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681058,213.60,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681059,213.60,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681061,213.70,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681062,213.70,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681063,214.00,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681064,214.00,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681065,213.90,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681066,214.00,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681067,214.10,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681069,214.10,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681070,214.10,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681071,214.80,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681072,214.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681073,214.80,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681074,214.70,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681075,214.60,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681077,214.70,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681078,214.60,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681079,214.50,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681080,214.50,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681081,214.50,0.000,0.00,52.326,49.8,0.000,0.00,0.00
1754681082,214.10,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681083,214.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681085,215.00,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681086,214.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681087,214.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681088,214.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681090,214.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681091,215.00,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681092,215.70,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681093,215.70,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681094,215.80,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681095,215.70,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681097,215.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681098,215.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681099,216.10,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681100,215.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681101,216.00,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681102,215.80,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681104,215.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681105,215.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681106,215.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681107,215.60,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681108,215.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681109,215.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681110,214.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681111,215.50,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681113,215.60,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681114,215.60,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681115,215.60,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681116,216.20,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681117,216.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681118,216.20,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681119,216.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681121,216.20,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681122,216.60,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681123,216.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681124,216.00,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681125,216.00,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681126,216.00,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681127,216.00,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681128,216.00,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681130,215.50,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681131,215.50,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681132,215.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681133,215.50,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681134,215.50,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681135,215.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681136,215.10,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681138,215.20,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681139,215.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681140,215.50,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681141,215.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681142,216.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681143,216.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681144,216.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681145,216.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681147,216.00,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681148,216.00,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681149,216.00,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681150,215.50,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681151,215.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681152,215.60,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681153,215.80,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681154,216.50,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681156,215.60,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681157,215.60,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681158,216.10,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681159,216.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681160,216.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681161,216.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681162,216.20,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681163,216.20,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681165,216.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681166,216.70,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681167,216.70,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681168,216.80,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681169,216.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681170,216.20,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681171,215.70,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681173,216.20,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681174,216.00,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681175,215.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681176,215.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681177,215.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681178,216.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681179,216.70,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681181,216.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681182,216.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681183,216.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681184,216.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681185,216.60,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681186,216.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681187,216.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681189,216.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681190,216.70,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681191,216.20,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681192,216.20,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681193,215.50,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681194,216.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681195,215.50,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681197,215.80,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681198,215.80,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681199,215.80,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681200,215.60,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681201,215.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681202,216.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681203,216.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681204,216.00,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681206,216.00,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681207,216.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681208,216.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681209,216.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681211,215.70,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681212,216.10,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681213,216.50,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681214,215.70,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681215,215.80,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681216,215.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681217,215.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681218,215.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681220,216.00,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681221,216.00,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681222,215.70,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681223,215.60,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681224,216.00,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681225,216.10,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681226,216.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681228,215.70,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681229,215.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681230,215.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681231,215.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681232,216.00,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681233,215.10,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681234,215.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681235,215.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681237,215.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681238,214.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681239,214.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681240,213.70,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681241,213.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681242,212.60,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681243,212.60,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681245,212.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681246,212.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681247,213.20,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681248,213.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681249,214.20,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681250,214.20,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681252,213.50,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681253,213.60,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681254,213.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681255,213.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681256,213.50,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681257,213.70,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681258,213.50,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681260,213.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681261,212.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681262,212.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681263,211.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681264,211.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681265,212.10,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681267,211.80,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681268,211.80,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681269,212.80,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681270,212.80,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681272,213.20,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681273,213.50,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681274,213.50,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681275,213.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681276,212.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681277,212.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681278,212.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681280,212.70,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681281,213.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681282,212.50,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681283,212.70,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681284,212.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681285,212.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681286,212.20,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681288,212.20,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681289,211.50,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681290,211.50,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681291,211.60,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681292,211.60,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681293,211.90,0.000,0.00,52.326,50.0,0.000,0.00,0.00
